iter	Passed	Remaining
1531	12669	70030
1532	12676	70016
1533	12684	70003
1534	12692	69994
1535	12700	69983
1536	12709	69979
1537	12717	69971
1538	12726	69967
1539	12734	69955
1540	12741	69942
1541	12750	69937
1542	12761	69946
1543	12769	69933
1544	12776	69921
1545	12785	69913
1546	12793	69903
1547	12800	69888
1548	12807	69875
1549	12815	69866
1550	12823	69853
1551	12829	69833
1552	12836	69821
1553	12843	69802
1554	12850	69789
1555	12862	69800
1556	12870	69789
1557	12878	69779
1558	12887	69777
1559	12894	69764
1560	12902	69750
1561	12909	69737
1562	12917	69729
1563	12924	69714
1564	12932	69700
1565	12939	69690
1566	12947	69681
1567	12957	69682
1568	12967	69680
1569	12975	69669
1570	12983	69659
1571	12991	69651
1572	12998	69636
1573	13005	69622
1574	13011	69602
1575	13018	69587
1576	13026	69574
1577	13032	69558
1578	13038	69538
1579	13046	69525
1580	13055	69522
1581	13062	69507
1582	13069	69492
1583	13077	69480
1584	13084	69465
1585	13091	69452
1586	13098	69437
1587	13105	69422
1588	13112	69407
1589	13119	69392
1590	13126	69378
1591	13134	69367
1592	13140	69350
1593	13152	69358
1594	13160	69348
1595	13166	69330
1596	13173	69316
1597	13181	69308
1598	13190	69300
1599	13198	69293
1600	13207	69285
1601	13215	69276
1602	13222	69262
1603	13230	69253
1604	13237	69240
1605	13248	69244
1606	13255	69232
1607	13263	69220
1608	13270	69207
1609	13277	69193
1610	13284	69177
1611	13292	69164
1612	13299	69151
1613	13306	69137
1614	13314	69127
1615	13322	69117
1616	13328	69100
1617	13336	69086
1618	13343	69075
1619	13352	69071
1620	13359	69056
1621	13366	69041
1622	13374	69030
1623	13382	69023
1624	13389	69007
1625	13396	68993
1626	13404	68985
1627	13413	68979
1628	13422	68972
1629	13429	68962
1630	13437	68949
1631	13446	68947
1632	13453	68930
1633	13460	68915
1634	13467	68904
1635	13474	68888
1636	13481	68873
1637	13488	68858
1638	13495	68842
1639	13502	68829
1640	13509	68816
1641	13517	68803
1642	13523	68786
1643	13530	68773
1644	13536	68754
1645	13548	68764
1646	13555	68749
1647	13563	68739
1648	13571	68728
1649	13578	68714
