iter	MAE	RMSE
669	0.3457370523	0.5799728427
670	0.3456530347	0.5798237269
671	0.3455716224	0.5797627027
672	0.3455599015	0.5797423251
673	0.3455402139	0.5796997665
674	0.3454192132	0.5795782686
675	0.3453614369	0.5794647928
676	0.3452782418	0.5793088971
677	0.3452245373	0.5791235976
678	0.345134982	0.5789724207
679	0.3450831752	0.5787550253
680	0.3449945811	0.5786817534
681	0.3449309847	0.5785220225
682	0.3448553385	0.578450988
683	0.3448027738	0.5782444873
684	0.3447570841	0.5781013469
685	0.344738157	0.5780820642
686	0.3446167828	0.57802688
687	0.344579455	0.5776580572
688	0.3445303386	0.5774956546
689	0.3445224998	0.5774707091
690	0.3444010161	0.5773587192
691	0.34431059	0.5772719034
692	0.3442901468	0.5772384755
693	0.3441688672	0.5771476105
694	0.3440903556	0.577056866
695	0.344079725	0.5770288108
696	0.3440079707	0.5768915392
697	0.3438670226	0.5767886395
698	0.3437827853	0.576669331
699	0.3437060095	0.5765394981
700	0.3436255699	0.5764718081
701	0.3435036255	0.5763128352
702	0.3434523455	0.575555029
703	0.3434320892	0.575537778
704	0.3433547432	0.5754568722
705	0.3432481778	0.5753268715
706	0.3432371039	0.5752988543
707	0.3432233197	0.5752850491
708	0.3431850636	0.5751263761
709	0.343132483	0.5748745311
710	0.34300277	0.574797035
711	0.3429147325	0.5747363801
712	0.342809056	0.5746363484
713	0.3427556746	0.574580449
714	0.3426324275	0.5744687305
715	0.3425601105	0.5743615053
716	0.342481395	0.5742569304
717	0.3424362092	0.5741330919
718	0.3424132889	0.5740969914
719	0.3423895573	0.5740740828
720	0.3422689746	0.573992472
721	0.342146956	0.5738799954
722	0.3421301429	0.5738653732
723	0.3420313188	0.5737891778
724	0.3419852227	0.5736192631
725	0.3419253977	0.5735227208
726	0.34181882	0.5734345301
727	0.3417777603	0.573348391
728	0.3417621895	0.5733175169
729	0.341749365	0.5732885367
730	0.3417450083	0.5732679794
731	0.3417277531	0.5732395015
732	0.3417154921	0.5732127385
733	0.3416768411	0.5731650186
734	0.3416123254	0.5731265248
735	0.3415308103	0.5730036197
736	0.3415145353	0.5729724329
737	0.3414786875	0.5728275708
738	0.3413423513	0.5727641412
739	0.3412743644	0.5720471891
740	0.3411946179	0.5719580613
741	0.3411697703	0.5719308735
742	0.3411044952	0.571257207
743	0.3410296439	0.5712006008
744	0.3409238538	0.5710552933
745	0.3409083929	0.5710422682
746	0.3408330022	0.5709584322
747	0.340822682	0.5709351236
748	0.3407162889	0.5708674546
749	0.3406550824	0.5707962598
750	0.3405883473	0.5705598326
751	0.3405010995	0.5704681455
752	0.3404495718	0.5698320729
753	0.3404126259	0.5698006198
754	0.3403538372	0.5697125082
755	0.3403162952	0.569693975
756	0.3402532727	0.5695921084
757	0.3401849322	0.5695154833
758	0.3401486722	0.5690889585
759	0.3400444932	0.569021971
760	0.3399994517	0.5689777396
761	0.3399285724	0.568898126
762	0.3398512847	0.568796219
763	0.3398330421	0.5687693377
764	0.3397879825	0.5686606921
765	0.33968099	0.5685542292
766	0.3396701376	0.568528438
767	0.3395790693	0.5684152002
768	0.3395652141	0.5684024606
769	0.3395551035	0.5683803066
770	0.3395089929	0.5683372646
771	0.3394932816	0.5683200032
772	0.3394005871	0.5682585018
773	0.3393119716	0.568164114
774	0.3392804365	0.5681459939
775	0.3392717372	0.5681248659
776	0.3392071571	0.5680566543
777	0.3391353588	0.5679740051
778	0.3390900196	0.5676594911
779	0.3390834229	0.567645465
780	0.3390109321	0.5675778055
781	0.3389487022	0.5674888121
782	0.3388968544	0.5672788738
783	0.3388642299	0.5672123879
784	0.3388405858	0.5671533469
785	0.338781307	0.5670546962
786	0.3387072209	0.5669427474
787	0.338702433	0.5669337342
788	0.3386859403	0.5669117092
789	0.3386337803	0.566855226
790	0.3385670816	0.5667571111
791	0.3384970061	0.5666792421
792	0.3384154889	0.5665879179
793	0.3383453588	0.5665171335
794	0.3382587847	0.5664431191
795	0.3382062119	0.5663904264
796	0.3381574406	0.5662907641
797	0.3380897159	0.5662220783
798	0.3379864505	0.5661277911
799	0.3379243442	0.5660460782
800	0.3378695604	0.5659690807
801	0.3378020008	0.5659013972
802	0.3377903808	0.5658808463
803	0.3376959594	0.565793883
804	0.3376599902	0.565724014
805	0.3375934887	0.5656140485
806	0.337530975	0.5655510463
807	0.3375074858	0.5655184444
808	0.3374970041	0.5655018058
809	0.3374125692	0.5654450791
810	0.3373817187	0.5653551549
811	0.3373531887	0.5653081099
812	0.3373178637	0.565263138
813	0.3373041162	0.565243919
814	0.3372935192	0.5652226119
815	0.3371863079	0.5651803288
816	0.3371635592	0.5651544115
817	0.3371498571	0.5651371802
818	0.3371406044	0.5651186474
819	0.3370982303	0.5645428164
820	0.3370430065	0.56447341
821	0.3369992096	0.5644238727
822	0.3369716727	0.5644004212
823	0.3369155913	0.5641874729
824	0.3369094501	0.5641738813
825	0.336849918	0.5641125714
826	0.3367978912	0.5639406392
827	0.3367552937	0.5638788792
828	0.3366984241	0.5638088499
829	0.3366633366	0.5636791419
830	0.3366016185	0.5636069457
831	0.3365527871	0.563557223
832	0.3365411675	0.563539143
833	0.3365134534	0.5635041066
834	0.3364489397	0.5634429935
835	0.3364430432	0.5634301668
836	0.3364371521	0.5634173971
837	0.3364287667	0.5634012103
838	0.3363788487	0.5633380783
839	0.3363470055	0.5633120529
840	0.336297523	0.5627639749
841	0.3362754373	0.5627330777
842	0.3362691579	0.5627208263
843	0.336245714	0.5626900637
844	0.336231807	0.5626725992
845	0.3361592597	0.5626061646
846	0.3361474499	0.5625890953
847	0.3360970404	0.5625266766
848	0.3360153551	0.562473711
849	0.3360093111	0.5624606589
850	0.3359566076	0.5623657278
851	0.3359045496	0.5621652243
852	0.335897205	0.5621526103
853	0.3358725951	0.5621184165
854	0.3358684684	0.5621088783
855	0.3358156223	0.5620671552
856	0.3357604046	0.56200997
857	0.335724313	0.5619172195
858	0.335669174	0.5618473908
859	0.335662531	0.5618355587
860	0.3356459954	0.5618064006
861	0.3356160825	0.5616909109
862	0.3356030012	0.5616641899
863	0.3355964284	0.5616534364
864	0.3355739788	0.56157771
865	0.335530653	0.5614233289
866	0.3355114561	0.5614104373
867	0.3354540385	0.5613467231
868	0.3354127284	0.5612224687
869	0.3353845793	0.5607010434
870	0.3353778926	0.5606884654
871	0.3353678537	0.5606739649
872	0.3353376734	0.56058996
873	0.3352672362	0.5604960569
874	0.3352179164	0.5604370944
875	0.3352140378	0.5604284475
876	0.3351908786	0.5604081616
877	0.3351599479	0.5599117855
878	0.3351362588	0.559881604
879	0.3350744898	0.5598133648
880	0.3349998986	0.5597622874
881	0.3349944487	0.5597530548
882	0.3349807383	0.5596936342
883	0.3349769645	0.5596854422
884	0.3349686389	0.5596736843
885	0.3349571739	0.5596602643
886	0.3349223961	0.5595902013
887	0.3348771786	0.559555995
888	0.3348219463	0.5594977671
889	0.3348154288	0.5594876716
890	0.3347625669	0.5594446448
891	0.3347205614	0.5593750845
892	0.3346547436	0.5593135574
893	0.334608909	0.5592446068
894	0.3345594203	0.5591667761
895	0.3345557917	0.5591590232
896	0.3345464166	0.5591437976
